"ISO time"	"unixtime"	"track name"	"track mbid"	"artist name"	"artist mbid"	"uncorrected track name"	"uncorrected track mbid"	"uncorrected artist name"	"uncorrected artist mbid"
"2010-02-09T00:57:17"	"1265677037"	"Dance With Me"	"2425926a-acd8-48c3-b879-590d9e6085f8"	"Nouvelle Vague"	"77cceea7-91bb-4a4c-ae41-bc9c46c1ccb5"	"Dance With Me"	"2425926a-acd8-48c3-b879-590d9e6085f8"	"Nouvelle Vague"	"77cceea7-91bb-4a4c-ae41-bc9c46c1ccb5"
"2010-02-16T17:01:39"	"1266339699"	"Two Dots"	""	"Lusine"	""	"Two Dots"	""	"Lusine"	""
"2010-02-24T13:33:23"	"1267018403"	"I'm Looking Through You"	"28469324-306b-41f5-b6c8-f74d51a2ad01"	"The Wallflowers"	"d9c90718-d54d-4ccf-a92e-37a5415ce299"	"I'm Looking Through You"	"28469324-306b-41f5-b6c8-f74d51a2ad01"	"The Wallflowers"	"d9c90718-d54d-4ccf-a92e-37a5415ce299"
"2010-04-22T10:58:48"	"1271933928"	"Walking Away (Tocadisco Remix)"	"1de4598c-5400-4cb9-b043-09398e4aa199"	"The Egg"	"02160d7d-82b6-4a3f-a42c-a7fa43954821"	"Walking Away (Tocadisco Remix)"	"1de4598c-5400-4cb9-b043-09398e4aa199"	"The Egg"	"02160d7d-82b6-4a3f-a42c-a7fa43954821"
"2010-04-22T10:58:52"	"1271933932"	"Dead In Ditches"	"d5a8f6df-5954-4c6b-82b5-b9f311769012"	"Hollywood Undead"	"321fdfbb-426b-43f7-8295-fa9aca6348d9"	"Dead In Ditches"	"d5a8f6df-5954-4c6b-82b5-b9f311769012"	"Hollywood Undead"	"321fdfbb-426b-43f7-8295-fa9aca6348d9"
"2010-04-22T10:58:56"	"1271933936"	"Coming Undone"	"29096343-0958-4746-a509-fd236372cf09"	"Korn"	"ac865b2e-bba8-4f5a-8756-dd40d5e39f46"	"Coming Undone"	""	"KoЯn"	""
"2010-04-22T10:59:00"	"1271933940"	"Le Chemin"	"17e99b1f-d695-4088-88b6-7b79ce5df403"	"Kyo"	"016de4c4-6dfd-4f33-9655-0deaa85644bb"	"Le Chemin"	"17e99b1f-d695-4088-88b6-7b79ce5df403"	"Kyo"	"016de4c4-6dfd-4f33-9655-0deaa85644bb"
"2010-05-02T00:13:04"	"1272759184"	"Betray"	"3bff9e39-3c51-4fba-b9f1-060272076827"	"Son Lux"	"afcd292c-3c1e-4708-af4a-991aadf957e4"	"Betray"	"3bff9e39-3c51-4fba-b9f1-060272076827"	"Son Lux"	"afcd292c-3c1e-4708-af4a-991aadf957e4"
"2010-05-03T15:12:22"	"1272899542"	"Coming Undone"	"29096343-0958-4746-a509-fd236372cf09"	"Korn"	"ac865b2e-bba8-4f5a-8756-dd40d5e39f46"	"Coming Undone"	"29096343-0958-4746-a509-fd236372cf09"	"Korn"	"ac865b2e-bba8-4f5a-8756-dd40d5e39f46"
"2010-05-10T15:28:12"	"1273505292"	"The High Road"	"e0adfd20-9ef5-4772-86d3-66977673cbff"	"Broken Bells"	"62d364d2-550b-420e-b918-b3bd1e4a2efc"	"The High Road"	"e0adfd20-9ef5-4772-86d3-66977673cbff"	"Broken Bells"	"62d364d2-550b-420e-b918-b3bd1e4a2efc"
"2010-05-14T02:43:04"	"1273804984"	"Stinkfist"	"b61e8d00-edd4-43de-97c5-be1674698b0b"	"Tool"	"22c94bce-544f-49ba-afdc-026beac4fd3e"	"Stinkfist"	"b61e8d00-edd4-43de-97c5-be1674698b0b"	"Tool"	"22c94bce-544f-49ba-afdc-026beac4fd3e"
"2010-05-18T22:23:57"	"1274221437"	"Derniere danse"	""	"Kyo"	"016de4c4-6dfd-4f33-9655-0deaa85644bb"	"Derniere danse"	""	"Kyo"	"016de4c4-6dfd-4f33-9655-0deaa85644bb"
"2010-06-01T01:17:06"	"1275355026"	"The girl in Byakkoya"	""	"平沢進"	"31e7b30b-f960-408f-908b-c8e277308eab"	"The girl in Byakkoya"	""	"Susumu Hirasawa"	""
"2010-07-16T04:38:19"	"1279255099"	"Paradise Circus"	"022ef151-9c94-435d-b637-a8fe9ac9acb2"	"Massive Attack"	"10adbe5e-a2c0-4bf3-8249-2b4cbf6e6ca8"	"Paradise Circus feat. Hope Sandoval"	""	"Massive Attack"	"10adbe5e-a2c0-4bf3-8249-2b4cbf6e6ca8"
"2010-07-16T04:39:13"	"1279255153"	"Someone Great"	"5a6c9abc-2104-45ed-b4d7-db0f870e26df"	"LCD Soundsystem"	"2aaf7396-6ab8-40f3-9776-a41c42c8e26b"	"Someone Great"	"5a6c9abc-2104-45ed-b4d7-db0f870e26df"	"LCD Soundsystem"	"2aaf7396-6ab8-40f3-9776-a41c42c8e26b"
"2010-07-26T19:37:25"	"1280173045"	"Ghosts N Stuff"	"05542e90-747e-439e-840a-fac5c246c444"	"deadmau5"	"316f2aab-3477-4c62-bb08-eb04dcdcc18f"	"Ghosts N Stuff"	"05542e90-747e-439e-840a-fac5c246c444"	"deadmau5"	"316f2aab-3477-4c62-bb08-eb04dcdcc18f"
